order_id,merchant_id,zone_id,checkout_timestamp,order_category,distance_km,merchant_notification_time,rider_notification_time,rider_arrival_time,out_for_delivery_time,delivery_timestamp
ORD004231,M067,Z1,2026-01-22 13:35:00,food,7.55,2026-01-22 13:35:46.710877,2026-01-22 13:37:02.446164,2026-01-22 13:57:22.833350,2026-01-22 14:09:34.957462,2026-01-22 14:42:15.436343
ORD004232,M026,Z6,2026-03-20 19:23:00,supermarket,1.48,2026-03-20 19:23:37.121784,2026-03-20 19:24:11.665812,2026-03-20 19:40:43.089697,2026-03-20 19:42:37.589967,2026-03-20 19:52:26.132151
ORD004233,M059,Z5,2026-01-10 20:44:00,pharmacy,5.14,2026-01-10 20:45:18.096852,2026-01-10 20:45:12.741234,2026-01-10 20:54:10.918188,2026-01-10 20:54:10.918188,2026-01-10 21:16:56.824052
ORD004234,M058,Z3,2026-02-21 20:59:00,food,7.96,2026-02-21 21:00:22.529309,2026-02-21 21:00:38.219183,2026-02-21 21:10:50.164125,2026-02-21 21:49:49.846228,2026-02-21 22:18:06.332649
ORD004235,M070,Z2,2026-01-16 20:48:00,food,7.93,2026-01-16 20:49:03.882697,2026-01-16 20:50:58.805534,2026-01-16 21:06:13.495521,2026-01-16 21:41:32.377405,2026-01-16 22:15:09.154628
ORD004236,M050,Z7,2026-03-08 20:44:00,food,2.14,2026-03-08 20:45:19.047979,2026-03-08 20:45:59.703572,2026-03-08 21:05:34.057918,2026-03-08 22:40:22.468452,2026-03-08 22:50:55.702063
ORD004237,M025,Z6,2026-01-13 16:48:00,food,6.03,2026-01-13 16:48:47.172029,2026-01-13 16:49:25.430786,2026-01-13 16:57:10.180529,2026-01-13 17:34:05.931808,2026-01-13 17:58:10.811991
ORD004238,M072,Z1,2026-02-24 19:37:00,food,1.47,2026-02-24 19:38:22.748528,2026-02-24 19:39:50.768858,2026-02-24 19:56:13.740790,2026-02-24 19:59:27.987546,2026-02-24 20:07:50.961269
ORD004239,M068,Z4,2026-01-02 19:41:00,pharmacy,6.98,2026-01-02 19:42:36.949169,2026-01-02 19:43:49.113014,2026-01-02 19:58:40.808992,2026-01-02 19:58:40.808992,2026-01-02 20:30:25.629634
ORD004240,M068,Z4,2026-02-26 21:48:00,pharmacy,4.17,2026-02-26 21:49:00.300802,2026-02-26 21:50:51.637102,2026-02-26 22:11:28.984944,2026-02-26 22:11:28.984944,2026-02-26 22:34:24.163114
ORD004241,M065,Z2,2026-03-12 10:46:00,food,2.06,2026-03-12 10:47:26.841293,2026-03-12 10:47:11.688510,2026-03-12 10:57:14.937843,2026-03-12 11:15:19.163449,2026-03-12 11:24:39.130063
ORD004242,M002,Z5,2026-03-20 13:31:00,pharmacy,5.17,2026-03-20 13:32:58.113747,2026-03-20 13:32:57.287305,2026-03-20 14:01:56.705262,2026-03-20 14:01:56.705262,2026-03-20 14:24:27.399334
ORD004243,M012,Z3,2026-03-04 22:35:00,food,2.46,2026-03-04 22:36:27.817658,2026-03-04 22:37:32.845237,2026-03-04 23:04:33.547461,2026-03-04 23:04:33.547461,2026-03-04 23:14:25.502810
ORD004244,M036,Z4,2026-02-19 20:36:00,food,7.12,2026-02-19 20:37:26.455366,2026-02-19 20:37:47.957492,2026-02-19 20:51:40.625128,2026-02-19 20:51:40.625128,2026-02-19 21:23:37.615756
ORD004245,M065,Z2,2026-01-22 12:38:00,food,3.5,2026-01-22 12:39:36.366486,2026-01-22 12:40:54.870073,2026-01-22 13:03:20.255135,2026-01-22 13:34:26.856794,2026-01-22 13:50:48.044131
ORD004246,M009,Z2,2026-03-09 20:25:00,food,5.82,2026-03-09 20:26:58.741681,2026-03-09 20:26:03.723379,2026-03-09 20:55:06.242413,2026-03-09 20:58:23.556776,2026-03-09 21:23:27.228534
ORD004247,M002,Z5,2026-03-07 19:29:00,pharmacy,3.3,2026-03-07 19:30:14.297797,2026-03-07 19:30:23.001314,2026-03-07 19:42:10.723456,2026-03-07 19:46:22.724472,2026-03-07 20:02:01.886916
ORD004248,M057,Z1,2026-02-17 21:37:00,food,6.76,2026-02-17 21:37:44.029385,2026-02-17 21:39:45.581774,2026-02-17 21:59:18.945808,2026-02-17 21:59:33.093364,2026-02-17 22:30:12.018885
ORD004249,M057,Z1,2026-02-06 21:50:00,food,1.92,2026-02-06 21:51:12.430745,2026-02-06 21:52:59.551865,2026-02-06 22:06:57.772879,2026-02-06 22:43:04.849209,2026-02-06 22:54:10.456948
ORD004250,M060,Z3,2026-03-21 22:49:00,food,4.06,2026-03-21 22:50:10.243311,2026-03-21 22:51:56.514363,2026-03-21 23:00:36.182176,2026-03-21 23:09:12.434955,2026-03-21 23:26:02.652544
ORD004251,M025,Z6,2026-02-10 18:32:00,food,4.73,2026-02-10 18:33:22.268560,2026-02-10 18:34:28.862664,2026-02-10 18:43:18.072474,2026-02-10 18:52:12.753445,2026-02-10 19:09:56.390027
ORD004252,M025,Z6,2026-01-12 17:01:00,food,2.4,2026-01-12 17:01:46.936280,2026-01-12 17:02:30.912537,2026-01-12 17:13:51.614153,2026-01-12 17:13:51.614153,2026-01-12 17:24:05.608498
ORD004253,M005,Z8,2026-02-16 20:26:00,food,5.3,2026-02-16 20:27:19.266997,2026-02-16 20:28:04.472256,2026-02-16 20:47:28.078152,2026-02-16 20:47:28.078152,2026-02-16 21:11:15.568465
ORD004254,M064,Z7,2026-03-26 19:22:00,food,5.71,2026-03-26 19:23:09.993570,2026-03-26 19:24:43.863125,2026-03-26 19:47:53.668284,2026-03-26 20:49:50.955284,2026-03-26 21:14:46.709975
ORD004255,M031,Z1,2026-02-14 20:31:00,food,3.17,2026-02-14 20:32:19.345989,2026-02-14 20:33:03.538667,2026-02-14 20:42:43.516664,2026-02-14 21:06:58.314429,2026-02-14 21:24:13.776324
ORD004256,M044,Z4,2026-01-24 12:29:00,food,7.66,2026-01-24 12:30:34.319661,2026-01-24 12:30:48.269069,2026-01-24 12:45:44.106171,2026-01-24 12:58:35.794328,2026-01-24 13:34:53.066476
ORD004257,M022,Z2,2026-02-01 14:11:00,supermarket,5.62,2026-02-01 14:12:59.304610,2026-02-01 14:12:44.252308,2026-02-01 14:33:57.037237,2026-02-01 14:33:57.037237,2026-02-01 14:59:01.940842
ORD004258,M004,Z3,2026-03-21 14:01:00,supermarket,3.02,2026-03-21 14:02:16.379003,2026-03-21 14:03:35.134433,2026-03-21 14:12:17.907257,2026-03-21 14:14:54.856844,2026-03-21 14:27:00.703876
ORD004259,M015,Z5,2026-03-20 10:59:00,food,7.77,2026-03-20 11:00:39.146616,2026-03-20 11:00:42.664874,2026-03-20 11:09:06.335117,2026-03-20 11:26:47.639923,2026-03-20 11:55:10.651646
ORD004260,M069,Z6,2026-01-10 23:46:00,food,5.1,2026-01-10 23:47:11.776365,2026-01-10 23:47:37.364801,2026-01-11 00:02:14.112417,2026-01-11 00:50:47.245656,2026-01-11 01:14:51.877980
ORD004261,M021,Z5,2026-02-04 19:31:00,supermarket,6.64,2026-02-04 19:32:17.362123,2026-02-04 19:33:13.623881,2026-02-04 19:56:13.456590,2026-02-04 19:56:13.456590,2026-02-04 20:25:44.448938
ORD004262,M048,Z6,2026-02-19 10:57:00,pharmacy,4.72,2026-02-19 10:57:58.317799,2026-02-19 10:59:55.451931,2026-02-19 11:08:50.330634,2026-02-19 11:08:50.330634,2026-02-19 11:27:55.074583
ORD004263,M013,Z3,2026-03-18 12:54:00,supermarket,1.74,2026-03-18 12:55:22.583666,2026-03-18 12:55:37.845496,2026-03-18 13:06:29.696857,2026-03-18 13:06:29.696857,2026-03-18 13:16:46.057502
ORD004264,M027,Z2,2026-01-22 13:01:00,pharmacy,2.15,2026-01-22 13:01:54.947455,2026-01-22 13:03:52.290788,2026-01-22 13:12:08.503950,2026-01-22 13:13:53.192793,2026-01-22 13:25:42.034649
ORD004265,M068,Z4,2026-02-11 13:44:00,pharmacy,5.72,2026-02-11 13:45:11.698771,2026-02-11 13:45:26.651612,2026-02-11 13:53:31.448880,2026-02-11 14:00:00.524515,2026-02-11 14:25:54.167768
ORD004266,M026,Z6,2026-03-01 13:51:00,supermarket,6.17,2026-03-01 13:51:31.257224,2026-03-01 13:53:04.607255,2026-03-01 14:00:27.791737,2026-03-01 14:11:30.217489,2026-03-01 14:39:55.764567
ORD004267,M072,Z1,2026-03-24 14:41:00,food,5.54,2026-03-24 14:42:59.245082,2026-03-24 14:42:24.007068,2026-03-24 14:53:58.845507,2026-03-24 15:30:05.445986,2026-03-24 15:55:27.557495
ORD004268,M006,Z5,2026-02-26 10:25:00,food,3.3,2026-02-26 10:25:35.194697,2026-02-26 10:27:30.372986,2026-02-26 10:42:31.762877,2026-02-26 10:42:31.762877,2026-02-26 10:56:52.684161
ORD004269,M043,Z8,2026-02-27 16:58:00,supermarket,2.19,2026-02-27 16:58:41.367516,2026-02-27 17:00:56.782128,2026-02-27 17:13:40.895147,2026-02-27 17:21:47.854431,2026-02-27 17:30:23.124550
ORD004270,M022,Z2,2026-03-27 13:41:00,supermarket,7.83,2026-03-27 13:42:22.318980,2026-03-27 13:42:59.076202,2026-03-27 13:58:50.170450,2026-03-27 13:58:50.170450,2026-03-27 14:32:21.399275
ORD004271,M047,Z7,2026-02-27 21:23:00,pharmacy,7.14,2026-02-27 21:23:30.124598,2026-02-27 21:25:58.688525,2026-02-27 21:47:24.085859,2026-02-27 21:47:24.085859,2026-02-27 22:17:05.936708
ORD004272,M035,Z5,2026-01-13 12:36:00,food,2.54,2026-01-13 12:36:57.782389,2026-01-13 12:37:27.183766,2026-01-13 12:47:19.928939,2026-01-13 13:27:56.036324,2026-01-13 13:40:50.262150
ORD004273,M006,Z5,2026-01-15 20:22:00,food,0.94,2026-01-15 20:23:42.127694,2026-01-15 20:24:43.628905,2026-01-15 20:38:32.676961,2026-01-15 20:47:38.403435,2026-01-15 20:53:53.276249
ORD004274,M037,Z1,2026-02-11 19:27:00,pharmacy,3.48,2026-02-11 19:27:54.898426,2026-02-11 19:28:01.372610,2026-02-11 19:36:53.915766,2026-02-11 19:40:19.208429,2026-02-11 19:57:21.094453
ORD004275,M072,Z1,2026-01-20 19:05:00,food,1.12,2026-01-20 19:06:21.873646,2026-01-20 19:07:03.871062,2026-01-20 19:17:56.263891,2026-01-20 19:45:23.964320,2026-01-20 19:54:11.905864
ORD004276,M007,Z5,2026-02-18 14:01:00,food,7.44,2026-02-18 14:02:37.581679,2026-02-18 14:02:47.091053,2026-02-18 14:27:19.762514,2026-02-18 14:37:06.886332,2026-02-18 15:10:26.389793
ORD004277,M047,Z7,2026-01-18 19:40:00,pharmacy,5.16,2026-01-18 19:40:32.190319,2026-01-18 19:42:18.912441,2026-01-18 19:53:12.420844,2026-01-18 19:53:12.420844,2026-01-18 20:15:51.289232
ORD004278,M007,Z5,2026-02-25 22:17:00,food,5.51,2026-02-25 22:18:06.696653,2026-02-25 22:18:18.036363,2026-02-25 22:30:48.824194,2026-02-25 23:10:33.471520,2026-02-25 23:35:11.179073
ORD004279,M000,Z7,2026-01-25 20:26:00,food,3.65,2026-01-25 20:27:43.716324,2026-01-25 20:28:14.681212,2026-01-25 20:41:25.650240,2026-01-25 20:46:23.221732,2026-01-25 21:02:53.804331
ORD004280,M012,Z3,2026-03-10 23:46:00,food,6.5,2026-03-10 23:46:52.342050,2026-03-10 23:47:25.443652,2026-03-11 00:16:54.076618,2026-03-11 00:16:54.076618,2026-03-11 00:39:04.391412
ORD004281,M033,Z2,2026-02-23 21:23:00,food,5.46,2026-02-23 21:23:35.409133,2026-02-23 21:24:51.507848,2026-02-23 21:33:36.680954,2026-02-23 22:07:15.046033,2026-02-23 22:32:30.109969
ORD004282,M031,Z1,2026-03-13 22:20:00,food,2.95,2026-03-13 22:21:47.550689,2026-03-13 22:22:57.792354,2026-03-13 22:39:14.878543,2026-03-13 22:41:32.982384,2026-03-13 22:55:25.109518
ORD004283,M045,Z4,2026-03-08 23:58:00,food,5.12,2026-03-08 23:59:40.239891,2026-03-09 00:00:29.053761,2026-03-09 00:23:03.849429,2026-03-09 00:30:16.644950,2026-03-09 00:53:00.324389
ORD004284,M028,Z8,2026-01-06 10:05:00,food,6.97,2026-01-06 10:06:41.439530,2026-01-06 10:07:04.898919,2026-01-06 10:18:32.321071,2026-01-06 10:30:46.120294,2026-01-06 10:54:33.454606
ORD004285,M057,Z1,2026-01-04 23:11:00,food,3.29,2026-01-04 23:12:14.710233,2026-01-04 23:12:58.929214,2026-01-04 23:21:37.824221,2026-01-04 23:44:50.938806,2026-01-05 00:01:42.567571
ORD004286,M025,Z6,2026-03-22 23:46:00,food,5.17,2026-03-22 23:46:49.161782,2026-03-22 23:47:29.581880,2026-03-23 00:04:36.559747,2026-03-23 00:22:35.470229,2026-03-23 00:47:29.650824
ORD004287,M024,Z4,2026-03-16 19:51:00,food,1.51,2026-03-16 19:51:31.416162,2026-03-16 19:53:41.687714,2026-03-16 20:07:27.862299,2026-03-16 20:29:32.014134,2026-03-16 20:37:53.626761
ORD004288,M009,Z2,2026-03-07 14:27:00,food,3.58,2026-03-07 14:28:30.354586,2026-03-07 14:28:58.908278,2026-03-07 14:55:48.797522,2026-03-07 14:55:48.797522,2026-03-07 15:12:00.617386
ORD004289,M004,Z3,2026-03-24 20:40:00,supermarket,4.21,2026-03-24 20:41:48.681461,2026-03-24 20:42:46.658711,2026-03-24 20:58:19.390686,2026-03-24 20:58:19.390686,2026-03-24 21:14:38.864042
ORD004290,M017,Z8,2026-01-28 22:06:00,pharmacy,3.74,2026-01-28 22:07:58.718314,2026-01-28 22:08:18.077559,2026-01-28 22:18:17.348686,2026-01-28 22:24:40.714462,2026-01-28 22:40:42.673717
ORD004291,M029,Z4,2026-01-31 15:51:00,food,0.88,2026-01-31 15:51:33.143642,2026-01-31 15:53:39.619864,2026-01-31 16:00:25.118990,2026-01-31 16:17:55.129184,2026-01-31 16:24:36.511838
ORD004292,M018,Z8,2026-01-02 12:01:00,food,4.07,2026-01-02 12:02:30.680637,2026-01-02 12:03:22.187907,2026-01-02 12:20:19.385932,2026-01-02 12:20:19.385932,2026-01-02 12:36:49.595191
ORD004293,M026,Z6,2026-01-11 22:50:00,supermarket,1.47,2026-01-11 22:51:12.425603,2026-01-11 22:51:26.800072,2026-01-11 23:03:37.286222,2026-01-11 23:03:37.286222,2026-01-11 23:11:48.636836
ORD004294,M011,Z7,2026-03-01 21:15:00,food,3.97,2026-03-01 21:15:39.457112,2026-03-01 21:17:02.577359,2026-03-01 21:32:56.291421,2026-03-01 21:39:10.630772,2026-03-01 21:58:44.762293
ORD004295,M016,Z4,2026-02-14 15:26:00,supermarket,4.56,2026-02-14 15:26:35.114131,2026-02-14 15:28:43.362486,2026-02-14 15:53:38.298338,2026-02-14 15:53:38.298338,2026-02-14 16:11:34.519841
ORD004296,M041,Z7,2026-03-15 22:41:00,pharmacy,4.31,2026-03-15 22:42:59.937686,2026-03-15 22:43:20.665136,2026-03-15 22:51:02.142416,2026-03-15 22:51:45.201190,2026-03-15 23:11:20.204497
ORD004297,M055,Z4,2026-02-17 11:23:00,pharmacy,5.88,2026-02-17 11:23:31.761948,2026-02-17 11:25:29.130745,2026-02-17 11:41:04.463035,2026-02-17 11:41:04.463035,2026-02-17 12:04:43.836089
ORD004298,M018,Z8,2026-02-28 23:50:00,food,5.0,2026-02-28 23:50:44.031060,2026-02-28 23:51:40.277998,2026-03-01 00:21:10.381107,2026-03-01 00:21:10.381107,2026-03-01 00:46:55.081014
ORD004299,M058,Z3,2026-03-30 21:02:00,food,1.91,2026-03-30 21:03:02.633222,2026-03-30 21:04:01.677429,2026-03-30 21:17:32.993015,2026-03-30 21:41:26.601179,2026-03-30 21:50:26.152450
ORD004300,M026,Z6,2026-02-16 20:56:00,supermarket,2.81,2026-02-16 20:57:20.757744,2026-02-16 20:58:54.714996,2026-02-16 21:12:07.749877,2026-02-16 21:30:12.572073,2026-02-16 21:45:49.168081
ORD004301,M064,Z7,2026-01-16 12:06:00,food,1.95,2026-01-16 12:06:53.409879,2026-01-16 12:08:38.325548,2026-01-16 12:25:42.784826,2026-01-16 12:56:58.189373,2026-01-16 13:07:12.695495
ORD004302,M004,Z3,2026-03-23 13:49:00,supermarket,5.35,2026-03-23 13:50:12.811584,2026-03-23 13:51:49.197272,2026-03-23 14:21:46.283196,2026-03-23 14:21:46.283196,2026-03-23 14:40:25.122702
ORD004303,M003,Z7,2026-01-16 20:33:00,pharmacy,1.84,2026-01-16 20:33:54.937167,2026-01-16 20:34:35.470925,2026-01-16 20:48:24.784487,2026-01-16 20:48:24.784487,2026-01-16 20:58:20.211160
ORD004304,M055,Z4,2026-01-16 13:07:00,pharmacy,2.05,2026-01-16 13:08:54.760227,2026-01-16 13:09:36.076214,2026-01-16 13:30:51.060322,2026-01-16 13:30:51.060322,2026-01-16 13:43:20.717405
ORD004305,M003,Z7,2026-03-01 23:52:00,pharmacy,1.29,2026-03-01 23:53:09.923449,2026-03-01 23:53:15.697561,2026-03-02 00:08:31.002674,2026-03-02 00:08:31.002674,2026-03-02 00:15:56.912855
ORD004306,M067,Z1,2026-03-21 14:44:00,food,6.32,2026-03-21 14:44:34.735323,2026-03-21 14:46:47.025130,2026-03-21 15:06:44.305459,2026-03-21 15:34:22.167598,2026-03-21 16:01:16.728540
ORD004307,M030,Z5,2026-01-26 10:54:00,food,7.68,2026-01-26 10:55:00.734606,2026-01-26 10:55:05.279700,2026-01-26 11:07:13.089276,2026-01-26 11:15:46.861158,2026-01-26 11:44:59.352276
ORD004308,M065,Z2,2026-01-31 11:52:00,food,1.39,2026-01-31 11:52:39.331973,2026-01-31 11:53:20.727807,2026-01-31 12:07:10.481414,2026-01-31 12:07:10.481414,2026-01-31 12:14:24.364346
ORD004309,M021,Z5,2026-01-02 15:58:00,supermarket,7.3,2026-01-02 15:59:19.060989,2026-01-02 16:00:28.880216,2026-01-02 16:30:13.185607,2026-01-02 16:30:13.185607,2026-01-02 16:56:16.559449
ORD004310,M044,Z4,2026-01-17 13:36:00,food,1.03,2026-01-17 13:36:43.912146,2026-01-17 13:38:14.140945,2026-01-17 13:49:40.016525,2026-01-17 14:24:46.370336,2026-01-17 14:31:57.844843
ORD004311,M028,Z8,2026-01-31 23:44:00,food,4.43,2026-01-31 23:45:34.695308,2026-01-31 23:45:49.286054,2026-01-31 23:57:40.909283,2026-02-01 00:28:58.049111,2026-02-01 00:47:47.833664
ORD004312,M072,Z1,2026-01-15 12:09:00,food,1.77,2026-01-15 12:09:53.693371,2026-01-15 12:10:41.442137,2026-01-15 12:21:00.568192,2026-01-15 13:36:29.132330,2026-01-15 13:46:36.228347
ORD004313,M023,Z8,2026-03-03 21:23:00,pharmacy,1.58,2026-03-03 21:23:52.175587,2026-03-03 21:24:44.538945,2026-03-03 21:41:32.243310,2026-03-03 21:41:32.243310,2026-03-03 21:50:17.867250
ORD004314,M024,Z4,2026-02-07 22:06:00,food,4.72,2026-02-07 22:06:44.874819,2026-02-07 22:07:45.953300,2026-02-07 22:33:24.191513,2026-02-07 23:18:54.198379,2026-02-07 23:40:32.320557
ORD004315,M023,Z8,2026-03-09 11:01:00,pharmacy,6.64,2026-03-09 11:02:31.511837,2026-03-09 11:03:47.015079,2026-03-09 11:25:44.227294,2026-03-09 11:25:44.227294,2026-03-09 11:47:53.260831
ORD004316,M035,Z5,2026-01-26 22:47:00,food,3.52,2026-01-26 22:48:10.645240,2026-01-26 22:48:03.763672,2026-01-26 23:02:20.415692,2026-01-26 23:23:30.868710,2026-01-26 23:39:13.376486
ORD004317,M055,Z4,2026-01-22 14:51:00,pharmacy,4.3,2026-01-22 14:52:46.697727,2026-01-22 14:52:51.813939,2026-01-22 15:10:15.756940,2026-01-22 15:14:05.738224,2026-01-22 15:37:26.457399
ORD004318,M003,Z7,2026-03-07 19:30:00,pharmacy,3.47,2026-03-07 19:31:25.016894,2026-03-07 19:31:13.137390,2026-03-07 19:49:00.663040,2026-03-07 19:49:00.663040,2026-03-07 20:06:10.052861
ORD004319,M051,Z6,2026-03-08 23:19:00,food,2.71,2026-03-08 23:20:32.495747,2026-03-08 23:21:52.131027,2026-03-08 23:53:56.674665,2026-03-08 23:53:56.674665,2026-03-09 00:07:39.239034
ORD004320,M003,Z7,2026-01-27 22:40:00,pharmacy,6.23,2026-01-27 22:41:29.199055,2026-01-27 22:41:01.329266,2026-01-27 22:58:03.109229,2026-01-27 22:58:03.109229,2026-01-27 23:24:21.345319
ORD004321,M049,Z6,2026-01-07 14:25:00,food,3.3,2026-01-07 14:26:01.041493,2026-01-07 14:26:19.118119,2026-01-07 14:44:54.754012,2026-01-07 15:18:17.064039,2026-01-07 15:35:44.565266
ORD004322,M024,Z4,2026-02-14 12:47:00,food,2.7,2026-02-14 12:47:42.153567,2026-02-14 12:48:27.384204,2026-02-14 12:59:18.790829,2026-02-14 13:16:11.810947,2026-02-14 13:31:52.419493
ORD004323,M058,Z3,2026-01-25 10:47:00,food,6.31,2026-01-25 10:48:47.872180,2026-01-25 10:49:53.944012,2026-01-25 11:00:30.161791,2026-01-25 11:14:03.670722,2026-01-25 11:32:44.877163
ORD004324,M036,Z4,2026-03-01 20:56:00,food,2.86,2026-03-01 20:56:49.011375,2026-03-01 20:57:47.146693,2026-03-01 21:08:59.414273,2026-03-01 21:21:14.739501,2026-03-01 21:37:25.477612
ORD004325,M012,Z3,2026-03-23 19:15:00,food,3.59,2026-03-23 19:16:16.626821,2026-03-23 19:17:22.895639,2026-03-23 19:31:16.244773,2026-03-23 19:36:19.923092,2026-03-23 19:50:31.204077
ORD004326,M062,Z5,2026-02-28 16:02:00,food,6.2,2026-02-28 16:02:48.454826,2026-02-28 16:03:36.463726,2026-02-28 16:19:35.027483,2026-02-28 16:19:35.027483,2026-02-28 16:41:50.730523
ORD004327,M048,Z6,2026-01-30 22:03:00,pharmacy,4.63,2026-01-30 22:04:20.131079,2026-01-30 22:05:52.274423,2026-01-30 22:38:39.522287,2026-01-30 22:38:39.522287,2026-01-30 22:59:05.984858
ORD004328,M032,Z4,2026-02-06 23:35:00,food,3.26,2026-02-06 23:36:05.488153,2026-02-06 23:37:06.495300,2026-02-06 23:55:03.492370,2026-02-06 23:55:03.492370,2026-02-07 00:11:57.968332
ORD004329,M014,Z8,2026-03-19 23:15:00,food,5.59,2026-03-19 23:15:47.514519,2026-03-19 23:17:28.232244,2026-03-19 23:40:39.148568,2026-03-19 23:40:39.148568,2026-03-20 00:05:28.695456
ORD004330,M029,Z4,2026-03-02 22:29:00,food,4.79,2026-03-02 22:30:21.916295,2026-03-02 22:30:58.637017,2026-03-02 22:52:02.233121,2026-03-02 22:58:41.686367,2026-03-02 23:22:13.578666
ORD004331,M069,Z6,2026-02-14 18:11:00,food,4.74,2026-02-14 18:12:32.622356,2026-02-14 18:12:07.755574,2026-02-14 18:37:41.453227,2026-02-14 18:37:41.453227,2026-02-14 18:56:52.201027
ORD004332,M054,Z7,2026-02-14 17:51:00,supermarket,5.91,2026-02-14 17:52:19.044954,2026-02-14 17:53:33.310260,2026-02-14 18:00:46.274915,2026-02-14 18:06:45.977421,2026-02-14 18:28:25.953965
ORD004333,M067,Z1,2026-01-25 19:22:00,food,2.13,2026-01-25 19:23:55.788280,2026-01-25 19:24:29.939130,2026-01-25 19:46:42.990793,2026-01-25 19:46:42.990793,2026-01-25 19:57:21.099393
ORD004334,M031,Z1,2026-01-13 15:25:00,food,3.21,2026-01-13 15:26:26.108023,2026-01-13 15:27:43.540659,2026-01-13 15:42:36.384760,2026-01-13 16:01:16.936059,2026-01-13 16:16:07.462535
ORD004335,M013,Z3,2026-01-29 11:00:00,supermarket,5.45,2026-01-29 11:00:52.788214,2026-01-29 11:01:14.667231,2026-01-29 11:13:15.872098,2026-01-29 11:13:46.195820,2026-01-29 11:29:48.125109
ORD004336,M070,Z2,2026-02-18 21:34:00,food,6.86,2026-02-18 21:35:32.477496,2026-02-18 21:36:59.935650,2026-02-18 21:49:53.375329,2026-02-18 22:08:55.662089,2026-02-18 22:38:51.133626
ORD004337,M048,Z6,2026-02-22 12:30:00,pharmacy,6.46,2026-02-22 12:31:37.595806,2026-02-22 12:32:18.297545,2026-02-22 12:47:53.268390,2026-02-22 12:47:53.268390,2026-02-22 13:16:49.070556
ORD004338,M058,Z3,2026-02-24 19:10:00,food,0.6,2026-02-24 19:10:37.274863,2026-02-24 19:12:28.713018,2026-02-24 19:23:25.202407,2026-02-24 19:52:09.045455,2026-02-24 19:55:27.029022
ORD004339,M053,Z4,2026-01-31 11:25:00,supermarket,6.29,2026-01-31 11:26:18.454486,2026-01-31 11:27:30.300398,2026-01-31 11:34:12.768936,2026-01-31 11:41:15.011090,2026-01-31 12:06:29.465954
ORD004340,M041,Z7,2026-02-10 17:38:00,pharmacy,7.32,2026-02-10 17:38:52.850975,2026-02-10 17:39:32.718553,2026-02-10 17:44:26.794221,2026-02-10 17:46:52.260938,2026-02-10 18:12:13.884174
ORD004341,M040,Z3,2026-03-23 12:30:00,supermarket,7.17,2026-03-23 12:30:53.583155,2026-03-23 12:32:47.800769,2026-03-23 12:40:27.267222,2026-03-23 12:48:17.893546,2026-03-23 13:13:06.322140
ORD004342,M022,Z2,2026-03-06 23:03:00,supermarket,3.29,2026-03-06 23:04:59.007619,2026-03-06 23:05:53.531329,2026-03-06 23:18:04.009363,2026-03-06 23:18:04.009363,2026-03-06 23:34:05.148707
ORD004343,M055,Z4,2026-03-26 13:53:00,pharmacy,5.33,2026-03-26 13:53:33.142934,2026-03-26 13:55:52.040922,2026-03-26 14:02:56.370563,2026-03-26 14:06:35.590243,2026-03-26 14:31:29.615709
ORD004344,M031,Z1,2026-01-31 22:33:00,food,5.31,2026-01-31 22:34:51.461141,2026-01-31 22:35:00.419405,2026-01-31 22:44:51.341930,2026-01-31 23:10:37.382440,2026-01-31 23:34:44.442086
ORD004345,M002,Z5,2026-01-30 22:08:00,pharmacy,3.8,2026-01-30 22:08:35.354301,2026-01-30 22:09:00.324394,2026-01-30 22:25:53.563290,2026-01-30 22:25:53.563290,2026-01-30 22:43:38.115748
ORD004346,M044,Z4,2026-01-08 23:45:00,food,3.87,2026-01-08 23:46:08.436577,2026-01-08 23:46:52.922507,2026-01-09 00:00:45.405195,2026-01-09 00:28:33.971520,2026-01-09 00:47:29.589737
ORD004347,M042,Z2,2026-02-20 21:40:00,supermarket,4.24,2026-02-20 21:41:24.175015,2026-02-20 21:42:27.247528,2026-02-20 21:56:48.679328,2026-02-20 21:59:27.767086,2026-02-20 22:18:22.492763
ORD004348,M058,Z3,2026-02-12 11:54:00,food,1.42,2026-02-12 11:54:41.041594,2026-02-12 11:55:12.915909,2026-02-12 12:06:05.958401,2026-02-12 12:10:48.480381,2026-02-12 12:16:33.347974
ORD004349,M065,Z2,2026-03-14 23:27:00,food,0.75,2026-03-14 23:28:21.301536,2026-03-14 23:28:57.874561,2026-03-14 23:44:20.716463,2026-03-14 23:47:23.789191,2026-03-14 23:53:03.174005
ORD004350,M014,Z8,2026-03-17 18:10:00,food,5.25,2026-03-17 18:11:47.123047,2026-03-17 18:11:18.733329,2026-03-17 18:22:36.353296,2026-03-17 18:27:37.342371,2026-03-17 18:46:32.917312
ORD004351,M029,Z4,2026-02-17 21:21:00,food,2.15,2026-02-17 21:22:05.238034,2026-02-17 21:22:25.084288,2026-02-17 21:35:02.959480,2026-02-17 22:23:08.663164,2026-02-17 22:34:12.249975
ORD004352,M032,Z4,2026-03-28 20:56:00,food,4.55,2026-03-28 20:56:39.014255,2026-03-28 20:57:49.164603,2026-03-28 21:11:48.231435,2026-03-28 21:11:48.231435,2026-03-28 21:32:40.240109
